algebra/gray-code.md	Gray kodi	Ketma-ket Gray kodlar faqat bitta bit bilan farq qiladi. Oddiy ikkilik x dan Gray kodi x xor (x>>1) orqali, teskari o‘girish esa prefiks xorlar orqali olinadi.	Kodlash O(1) mashina so‘zi uchun; dekodlash O(log W).	Giper-kub yurishlari, kombinatsiyalar, xatoni kamaytiruvchi kodlash.
algebra/bit-manipulation.md	Bitlar bilan amallar	AND, OR, XOR, siljitish va eng kichik o‘rnatilgan bit kabi amallar butun sonni bitmask sifatida boshqaradi. To‘g‘ri maska va unsigned turlar chegaraviy xatolarni oldini oladi.	Har bir mashina amali O(1).	To‘plamlarni maskalash, tez tekshiruvlar, optimallashtirilgan DP.
algebra/all-submasks.md	Bitmask submaskalarini sanash	Berilgan maskaning barcha submaskalari s=(s−1)&m formulasi bilan takrorsiz va kamayish tartibida olinadi. Barcha maskalar ustida barcha submaskalarni ko‘rish umumiy 3^n holat beradi.	Bitta k-bitli maska uchun O(2^k); barcha n-bitli maskalar uchun O(3^n).	Subset DP, inclusion–exclusion, bitmask masalalari.
algebra/big-integer.md	Ixtiyoriy aniqlikdagi arifmetika	Katta son raqamlari yoki katta asosdagi bloklar vektorida saqlanib, ustun usulidagi qo‘shish, ayirish, ko‘paytirish va bo‘lish bajariladi. Normallashtirish yetakchi nollar va ko‘tarishlarni boshqaradi.	Amalga bog‘liq: qo‘shish O(n), oddiy ko‘paytirish O(nm).	Standart turlarga sig‘maydigan aniq hisoblar.
algebra/fft.md	Tez Fourier almashtirishi (FFT)	FFT koeffitsiyent ko‘rinishidagi ko‘phadni birlik ildizlaridagi qiymatlarga divide-and-conquer bilan o‘tkazadi. Nuqtama-nuqta ko‘paytirishdan so‘ng teskari FFT konvolyutsiyani beradi.	O(n log n) vaqt, O(n) xotira.	Ko‘phad ko‘paytirish, konvolyutsiya, katta sonlar.
algebra/polynomial.md	Ko‘phadlar va qatorlar ustida amallar	Ko‘phadlar qo‘shish, ko‘paytirish, bo‘lish, teskari qator, logarifm, eksponenta va multipoint evaluation kabi amallar bilan ishlanadi. Tez variantlar FFT/NTT va Newton iteratsiyasiga tayanadi.	Amalga bog‘liq; tez ko‘paytirish M(n)=O(n log n), ko‘p murakkab amallar O(M(n) log n).	Formal power series, kombinatorika, generatsiyalovchi funksiyalar.
algebra/continued-fractions.md	Uzluksiz kasrlar	Haqiqiy yoki ratsional son ketma-ket butun qismlar orqali uzluksiz kasrga ajratiladi. Konvergentlar sonni eng yaxshi kichik maxrajli ratsional yaqinlashuvlar bilan ifodalaydi.	Ratsional son uchun Evklid qadamlar soniga teng, O(log min(p,q)).	Diofant yaqinlashuvlari, Pell tenglamasi, ratsional rekonstruksiya.
algebra/factoring-exp.md	Faktorlash orqali ikkilik darajaga oshirish	Daraja ko‘rsatkichining yoki algebraik ifodaning ko‘paytuvchilari ajratilib, takroriy hisoblar qayta ishlatiladi. Maqsad ko‘paytirishlar sonini oddiy ketma-ket usulga nisbatan kamaytirishdir.	Aniq murakkablik tanlangan faktorizatsiya va daraja tuzilishiga bog‘liq.	Ko‘paytirishlar soni muhim bo‘lgan darajali ifodalar.
data_structures/stack_queue_modification.md	Minimum Stack va Minimum Queue	Har element bilan shu nuqtagacha minimum saqlansa, stack minimumi O(1) da olinadi. Queue ikki minimum-stack yoki monoton deque yordamida quriladi.	Har amal O(1), ikki stackli queue uchun amortizatsiyalangan O(1); xotira O(n).	Sliding window minimumi, online minimum so‘rovlari.
data_structures/sparse-table.md	Sparse Table	O‘zgarmaydigan massiv uchun 2^k uzunlikdagi oraliqlar javoblari oldindan hisoblanadi. Idempotent amallarda so‘rov ikki ustma-ust blok bilan O(1) da, umumiy assotsiativ amalda O(log n) da olinadi.	Qurish O(n log n), xotira O(n log n), RMQ so‘rovi O(1).	Statik RMQ, GCD va boshqa idempotent oraliq amallari.
data_structures/disjoint_set_union.md	Kesishmaydigan to‘plamlar birlashmasi (DSU)	Har to‘plam vakil tugun bilan ifodalanadi; path compression va union by size/rank daraxtlarni sayoz saqlaydi. find va unite amallari deyarli doimiy vaqtda ishlaydi.	Amortizatsiyalangan O(α(n)) har amal, xotira O(n).	Bog‘langan komponentlar, Kruskal, offline birlashtirish masalalari.
data_structures/fenwick.md	Fenwick daraxti	Massiv prefikslarining ikkilik bloklari tree massivida saqlanadi. i&−i indeksi qaysi blokni yangilash yoki yig‘ishga qo‘shishni belgilaydi.	Qurish O(n) yoki O(n log n), update va prefix query O(log n), xotira O(n).	Prefiks/oraliq yig‘indilari, inversiyalar, order statistic kengaytmalari.
data_structures/sqrt_decomposition.md	Sqrt Decomposition	Massiv taxminan √n o‘lchamli bloklarga bo‘linib, har blok uchun agregat saqlanadi. So‘rov to‘liq bloklar va chetdagi alohida elementlarni birlashtiradi.	Oddiy variantda update O(1), query O(√n); moslashtirilgan variantlar farq qiladi.	Oraliq so‘rovlari, Mo algoritmiga kirish, sodda online tuzilmalar.
data_structures/segment_tree.md	Segment daraxti	Massiv oraliqlari ikkiga bo‘linadigan daraxtda saqlanadi; tugunlar farzandlar agregatini birlashtiradi. Lazy propagation oraliq yangilanishlarini pastga faqat zarur paytda uzatadi.	Qurish O(n), so‘rov va nuqta yangilash O(log n), xotira O(n).	RMQ, yig‘indi, maksimum, oraliq yangilanishlari.
data_structures/treap.md	Treap	Treap kalit bo‘yicha binary search tree va tasodifiy prioritet bo‘yicha heap xususiyatlarini birlashtiradi. split va merge barcha asosiy amallarni sodda rekursiv shaklda beradi.	Kutilgan vaqt O(log n) har amal, xotira O(n).	Dinamik tartiblangan to‘plam, implicit sequence, kesish/qo‘shish amallari.
data_structures/sqrt-tree.md	Sqrt Tree	Massiv rekursiv √-bloklarga ajratilib, prefiks, suffiks va bloklar oralig‘idagi javoblar oldindan hisoblanadi. Assotsiativ amal uchun so‘rov juda kam tayyor qiymatni birlashtiradi.	Qurish O(n log log n), so‘rov O(1), xotira O(n log log n).	Statik assotsiativ range querylar.
data_structures/randomized_heap.md	Tasodifiylashtirilgan heap	Ikki heapni birlashtirishda chap yoki o‘ng farzand tasodifiy tanlanadi, natijada kutilgan balandlik logarifmik bo‘ladi. Insert va pop merge orqali ifodalanadi.	Kutilgan O(log n) har amal, xotira O(n).	Meldable priority queue, ko‘p heaplarni birlashtirish.
data_structures/deleting_in_log_n.md	Ma’lumotlar tuzilmasidan O(T(n) log n) da o‘chirish	O‘chirishni bevosita qo‘llamaydigan offline tuzilma vaqt bo‘yicha segment tree yoki divide-and-conquer qatlamlariga joylanadi. Har obyekt logarifmik sondagi tugunlarda yashaydi va rollback bilan holat tiklanadi.	Asosiy amal T(n) bo‘lsa, odatda O(T(n) log n) ko‘paytiruvchi omil.	Offline dynamic connectivity, vaqt oralig‘ida faol obyektlar.
dynamic_programming/intro-to-dp.md	Dinamik dasturlashga kirish	Masala ustma-ust keluvchi kichik masalalarga va optimal substructure xususiyatiga ega bo‘lsa, holat va o‘tishlar orqali yechimlar bir marta hisoblanadi. Memoization yuqoridan pastga, tabulation pastdan yuqoriga ishlaydi.	Holatlar soni × har holatdagi o‘tishlar soni; xotira saqlanadigan holatlarga teng.	Optimallashtirish, sanash, yo‘l va ketma-ketlik masalalari.
dynamic_programming/knapsack.md	Ryukzak masalasi	Har buyumning vazni va qiymati berilganda, sig‘imdan oshmasdan maksimal qiymat tanlanadi. 0/1 variantida sig‘im bo‘yicha teskari yurish bir buyumni bir marta ishlatishni ta’minlaydi.	0/1 variant uchun O(nW) vaqt va O(W) xotira.	Resurs taqsimlash, subset sum, tanlash masalalari.
dynamic_programming/longest_increasing_subsequence.md	Eng uzun o‘suvchi qism ketma-ketlik	Har uzunlik uchun mumkin bo‘lgan eng kichik oxirgi element saqlanadi; yangi element binary search bilan joylashtiriladi. Ota indekslar saqlansa, qism ketma-ketlikning o‘zi tiklanadi.	O(n log n) vaqt, O(n) xotira.	Tartiblanish, qism ketma-ketliklar, Dilworth turidagi masalalar.
dynamic_programming/divide-and-conquer-dp.md	Divide and Conquer yordamida DP optimallashtirishi	O‘tishdagi optimal bo‘linish indeksi monoton bo‘lsa, har DP qatori divide-and-conquer bilan faqat kerakli nomzod oralig‘ini tekshiradi. Shart noto‘g‘ri bo‘lsa optimallashtirish ishlamaydi.	Ko‘p tipik holatlarda O(k n²) dan O(k n log n) yoki O(k n) ga tushadi.	Partition DP, cost funksiyali guruhlash masalalari.
dynamic_programming/knuth-optimization.md	Knuth optimallashtirishi	Interval DPda quadrangle inequality va optimal bo‘linish monotonligi bajarilsa, opt[l][r] qidiruvi opt[l][r−1]..opt[l+1][r] bilan cheklanadi.	O(n³) interval DP odatda O(n²) ga tushadi; xotira O(n²).	Optimal birlashtirish, optimal binary search tree turidagi masalalar.
dynamic_programming/profile-dynamics.md	Buzilgan profil bo‘yicha DP: “Parquet” masalasi	Kengligi kichik panjara qatorma-qator yoki ustunma-ustun yurilib, navbatdagi chegaraning band kataklari bitmaskda saqlanadi. Har profil uchun joylashtirish variantlari generatsiya qilinadi.	O(n·2^m·poly(m)) atrofida, kichik o‘lcham m bo‘yicha eksponensial.	Domino tiling, kichik kenglikli panjaralar, transfer matrix.
dynamic_programming/zero_matrix.md	Eng katta nollardan iborat ostmatritsani topish	Har qator histogram balandliklariga aylantiriladi va histogramdagi eng katta to‘g‘ri to‘rtburchak monoton stack bilan topiladi. Shu yo‘l bilan barcha nollardan iborat maksimal maydon olinadi.	O(nm) vaqt, O(m) xotira.	Binary matritsadagi maksimal bo‘sh to‘g‘ri to‘rtburchak.
string/string-hashing.md	Satrlarni hash qilish	Satr polinomial hashga aylantiriladi; prefiks hashlar va asos darajalari ostsatr hashini O(1) da beradi. Kolliziya xavfi ikki modul yoki 64-bit hashing bilan kamaytiriladi, lekin nolga teng bo‘lmaydi.	Oldindan hisoblash O(n), ostsatr so‘rovi O(1), xotira O(n).	Ostsatrlarni taqqoslash, palindrome, dictionary va pattern qidiruvi.
string/rabin-karp.md	Satr qidirish uchun Rabin–Karp	Pattern hashi matndagi har bir teng uzunlikli oynaning hashi bilan solishtiriladi. Rolling hash oynani O(1) da siljitadi; hash mos kelsa kolliziya uchun bevosita tekshiruv qo‘shilishi mumkin.	O‘rtacha O(n+m), yomon holatda tekshiruvlar bilan O(nm).	Bitta yoki bir nechta patternni matnda qidirish.
string/prefix-function.md	Prefiks funksiya — Knuth–Morris–Pratt	π[i] satrning i da tugaydigan prefiksi bilan bir xil eng uzun proper prefiks uzunligini saqlaydi. Oldingi borderlardan qaytish orqali barcha qiymatlar chiziqli vaqtda olinadi.	O(n) vaqt, O(n) xotira.	KMP qidiruvi, periodlar, borderlar, satr avtomati.
string/z-function.md	Z-funksiya	z[i] — s va s[i..] suffixining eng uzun umumiy prefiksi. Eng o‘ngga yetgan [l,r) moslik oralig‘i saqlanib, uning ichidagi qiymatlar qayta ishlatiladi.	O(n) vaqt, O(n) xotira.	Pattern qidirish, periodlar, satr strukturasini tahlil qilish.
string/suffix-array.md	Suffix Array	Satr suffixlari leksikografik tartibdagi indekslar massivi bilan ifodalanadi. Doubling algoritmi 2^k uzunlikdagi sinflarni sortlab boradi; LCP qo‘shilsa qo‘shni suffixlar umumiy prefiksi olinadi.	Doubling bilan O(n log n), xotira O(n); LCP O(n).	Ostsatr qidiruvi, takrorlar, turli ostsatrlar soni.
string/aho_corasick.md	Aho–Corasick algoritmi	Patternlar triega joylanadi, so‘ng suffix linklar BFS bilan quriladi. Matn bo‘ylab bitta avtomat yurishi barcha pattern mosliklarini birgalikda topadi.	Qurish O(Σ|pattern|·alphabet variantiga qarab), qidirish O(|text|+javoblar).	Ko‘p patternli qidiruv, taqiqlangan satrlar, avtomat DP.
string/suffix-tree-ukkonen.md	Suffix Tree	Suffix tree satrning barcha suffixlarini siqilgan trie ko‘rinishida saqlaydi. Ukkonen algoritmi faol nuqta va suffix linklar bilan daraxtni online chiziqli vaqtda quradi.	Qurish O(n) mos alifbo modelida, xotira O(n).	Ostsatr qidiruvi, takrorlar, longest common substring.
string/suffix-automaton.md	Suffix Automaton	Minimal DFA satrning barcha ostsatrlarini qabul qiladi; har yangi belgi uchun state va zarur bo‘lsa clone yaratiladi. State intervali endpos ekvivalentlik sinfini ifodalaydi.	Qurish O(n) doimiy/kichik alifboda, xotira O(n).	Turli ostsatrlar soni, LCS, occurrence sanash.
string/lyndon_factorization.md	Lyndon faktorizatsiyasi	Duval algoritmi satrni leksikografik kamaymaydigan Lyndon so‘zlari ketma-ketligiga ajratadi. Taqqoslash ko‘rsatkichlari orqaga ketmaydi, shuning uchun ish chiziqli.	O(n) vaqt, O(1) qo‘shimcha xotira.	Minimal rotation, satrning kanonik ajratilishi.
string/expression_parsing.md	Ifodalarni tahlil qilish	Operator prioriteti va assotsiativligini hisobga olish uchun recursive descent yoki shunting-yard usuli ishlatiladi. Tokenlash, unary operatorlar va qavslar alohida holat sifatida boshqariladi.	O(n) vaqt, O(n) xotira.	Kalkulyator, AST qurish, kompilyatorlar.
string/manacher.md	Manacher algoritmi — barcha palindrom ostsatrlarni O(N) da topish	Har markaz uchun toq va juft palindrome radiuslari saqlanadi. Hozirgi eng o‘ng palindrome ichidagi simmetrik radius qayta ishlatilib, faqat chegaradan tashqarisi tekshiriladi.	O(n) vaqt, O(n) xotira.	Palindromlarni sanash, eng uzun palindrome, palindrome so‘rovlari.
string/main_lorentz.md	Takrorlanishlarni topish	Main–Lorentz divide-and-conquer usuli satrni ikkiga bo‘lib, markazni kesib o‘tuvchi repetitionsni LCP/LCS ma’lumotlari orqali topadi. Rekursiv qismlar qolgan repetitionsni qamrab oladi.	O(n log n) vaqt.	Runs va takrorlanuvchi bloklarni topish.
linear_algebra/linear-system-gauss.md	Gauss usuli va chiziqli tenglamalar sistemasi	Pivot ustun tanlanib, satrlar elementar amallar bilan echelon ko‘rinishga keltiriladi. Nol satrlar sistemaning yechimsiz, yagona yoki cheksiz yechimli ekanini aniqlaydi.	N×M sistema uchun O(min(N,M)·N·M), kvadrat holatda O(n³).	Chiziqli sistemalar, teskari matritsa, rank.
linear_algebra/determinant-gauss.md	Gauss usuli va determinant	Matritsa upper-triangular ko‘rinishga keltiriladi; determinant diagonal elementlar ko‘paytmasi va satr almashtirish ishorasidan olinadi. Floating pointda partial pivoting barqarorlikni oshiradi.	O(n³) vaqt, O(1) yoki O(n²) qo‘shimcha xotira saqlash usuliga qarab.	Determinant, chiziqli mustaqillik, geometriya.
linear_algebra/determinant-kraut.md	Kraut usuli va determinant	Kraut/LU dekompozitsiyasi A=L·U ko‘rinishni quradi. Determinant triangular matritsalar diagonallari ko‘paytmasidan olinadi; nol pivot uchun permutation zarur.	O(n³) vaqt, O(n²) xotira.	Ko‘p o‘ng tomonli sistemalar, determinant, LU decomposition.
linear_algebra/rank-matrix.md	Matritsa rangi	Gauss eliminatsiyasidan keyingi noldan farqli pivotlar soni matritsa rangidir. Modul maydonida teskari elementlar, floating pointda esa epsilon va pivoting ehtiyotkor tanlanadi.	O(min(N,M)·N·M), kvadrat matritsa uchun O(n³).	Chiziqli mustaqillik, sistema yechimlari soni.
algebra/factorial-divisors.md	Faktorial bo‘luvchisining darajasini topish	Legendre formulasi n! ichidagi p tub son darajasini ⌊n/p⌋+⌊n/p²⌋+… orqali hisoblaydi. Murakkab k uchun uning tub faktorizatsiyasi bo‘yicha cheklovlar minimumi olinadi.	Bitta tub p uchun O(log_p n); murakkab bo‘luvchi uchun faktorizatsiya xarajati qo‘shiladi.	Binomial koeffitsiyentlar, faktorialning bo‘linuvchanligi.
combinatorics/binomial-coefficients.md	Binomial koeffitsiyentlar	C(n,k) tanlashlar sonini ifodalaydi va Pascal rekurrenti, faktoriallar yoki multiplicative formula bilan hisoblanadi. Modul tub bo‘lsa faktorial va teskari faktoriallar ko‘p so‘rovni tezlashtiradi.	Pascal O(nk); oldindan hisoblash O(N), har so‘rov O(1).	Kombinatsiyalar, ehtimollik, combinatorial DP.
combinatorics/catalan-numbers.md	Catalan sonlari	Catalan sonlari muvozanatlangan qavslar, binary tree va triangulyatsiyalar kabi ko‘plab strukturalarni sanaydi. C_n=C(2n,n)/(n+1) formulasi yoki convolution rekurrenti ishlatiladi.	Formula uchun tayyor faktoriallar bilan O(1) so‘rov; DP bilan O(n²), ketma-ket formula bilan O(n).	Qavslar, daraxtlar, noncrossing strukturalar.
combinatorics/inclusion-exclusion.md	Kiritish–chiqarish prinsipi	Birlashma hajmi yakka to‘plamlar yig‘indisidan boshlanib, juft kesishmalar ayiriladi, uchliklar qo‘shiladi va ishora almashadi. “Hech biri” shartlari ham shu prinsip bilan sanaladi.	N ta xususiyat uchun odatda O(2^N·cost).	Cheklovli sanash, surjection, coprime sonlar.
combinatorics/burnside.md	Burnside lemmasi va Pólya sanash teoremasi	Simmetriyaga teng konfiguratsiyalar orbitlarga ajratiladi. Burnside bo‘yicha orbitlar soni har guruh elementi o‘zgartirmay qoldirgan konfiguratsiyalar sonining o‘rtachasidir; Pólya ranglashlarni cycle index bilan umumlashtiradi.	O(|G|·fixed_count_cost).	Aylantirish/akslantirish ostidagi ranglashlar va necklace masalalari.
combinatorics/stars_and_bars.md	Yulduzlar va ajratgichlar usuli	x₁+…+x_k=n ko‘rinishidagi manfiy bo‘lmagan butun yechimlar yulduzlar va ajratuvchilar bilan C(n+k−1,k−1) ga moslanadi. Musbat cheklovlar o‘zgaruvchilarni siljitish bilan olinadi.	Binomial koeffitsiyent tayyor bo‘lsa O(1).	Bir xil obyektlarni qutilarga taqsimlash, tenglama yechimlarini sanash.
combinatorics/generating_combinations.md	Barcha K-kombinatsiyalarni hosil qilish	K ta indeks o‘suvchi tartibda saqlanadi va eng o‘ng oshirish mumkin bo‘lgan indeks yangilanadi. Gray-code variantida ketma-ket kombinatsiyalar juda kam element bilan farq qiladi.	O(C(n,k)·k) chiqarish hajmi bilan, har kombinatsiyaga O(k) yoki variantda amortizatsiyalangan O(1).	Brute force, subset enumeratsiyasi, test generatsiyasi.
combinatorics/bishops-on-chessboard.md	Shaxmat taxtasiga fillarni joylashtirish	Fillar faqat bir xil rangdagi kataklarda hujumlashadi, shuning uchun qora va oq diagonallar alohida DP bilan sanaladi. So‘ng ikki rang bo‘yicha joylashtirish sonlari convolution qilinadi.	Taxta o‘lchami va k ga bog‘liq polinomial DP; odatda O(n²k) atrofida.	Diagonal konfliktli joylashtirishlarni sanash.
combinatorics/bracket_sequences.md	Muvozanatlangan qavslar ketma-ketliklari	Prefiks balans hech qachon manfiy bo‘lmasligi va oxirida nol bo‘lishi kerak. Catalan formulasi sanaydi; DP esa sanash, k-chi ketma-ketlikni qurish va bir nechta qavs turini boshqaradi.	Sanash DPsi O(n²), konstruksiya odatda O(n²) tayyorlash va O(n) tiklash.	Qavslar, parse tree, leksikografik generatsiya.
